Year,Month,Mean,Anomaly,State
1996,1,22.2,-2.9,OK
1996,2,28,-1,OK
1996,3,31.4,-5.5,OK
1996,4,43.6,-3.4,OK
1996,5,61.5,5.1,OK
1996,6,65.4,0.1,OK
1996,7,69.5,0,OK
1996,8,67.7,-0.7,OK
1996,9,58.1,-2.5,OK
1996,10,48.4,-0.3,OK
1996,11,35.4,-0.9,OK
1996,12,28,0.2,OK
1997,1,25.2,0.1,OK
1997,2,32.8,3.8,OK
1997,3,38,1.1,OK
1997,4,42.6,-4.4,OK
1997,5,53.3,-3.1,OK
1997,6,62.9,-2.4,OK
1997,7,69.7,0.2,OK
1997,8,67,-1.4,OK
1997,9,62,1.4,OK
1997,10,49.9,1.2,OK
1997,11,35.2,-1.1,OK
1997,12,29.6,1.8,OK
1998,1,30.8,5.7,OK
1998,2,34.5,5.5,OK
1998,3,36.2,-0.7,OK
1998,4,44.1,-2.9,OK
1998,5,59.4,3,OK
1998,6,67.1,1.8,OK
1998,7,72.7,3.2,OK
1998,8,69.4,1,OK
1998,9,66.7,6.1,OK
1998,10,52.4,3.7,OK
1998,11,42.3,6,OK
1998,12,29.8,2,OK
1999,1,28.2,3.1,OK
1999,2,36.2,7.2,OK
1999,3,37.7,0.8,OK
1999,4,48.3,1.3,OK
1999,5,55.4,-1,OK
1999,6,65.2,-0.1,OK
1999,7,70.8,1.3,OK
1999,8,69.2,0.8,OK
1999,9,58.1,-2.5,OK
1999,10,47,-1.7,OK
1999,11,41.7,5.4,OK
1999,12,30.3,2.5,OK
2000,1,28.1,3,OK
2000,2,34.3,5.3,OK
2000,3,41.6,4.7,OK
2000,4,45.8,-1.2,OK
2000,5,58.3,1.9,OK
2000,6,64.2,-1.1,OK
2000,7,69.1,-0.4,OK
2000,8,70.9,2.5,OK
2000,9,59.6,-1,OK
2000,10,53.1,4.4,OK
2000,11,33.2,-3.1,OK
2000,12,21.4,-6.4,OK
2001,1,25.8,0.7,OK
2001,2,30.3,1.3,OK
2001,3,36.6,-0.3,OK
2001,4,51.2,4.2,OK
2001,5,57.2,0.8,OK
2001,6,64.7,-0.6,OK
2001,7,73.1,3.6,OK
2001,8,70.1,1.7,OK
2001,9,58.8,-1.8,OK
2001,10,46.6,-2.1,OK
2001,11,43.2,6.9,OK
2001,12,30.6,2.8,OK
2002,1,27.2,2.1,OK
2002,2,28.6,-0.4,OK
2002,3,33.2,-3.7,OK
2002,4,50.1,3.1,OK
2002,5,54.9,-1.5,OK
2002,6,66,0.7,OK
2002,7,69.6,0.1,OK
2002,8,69.4,1,OK
2002,9,61.1,0.5,OK
2002,10,47.5,-1.2,OK
2002,11,34.9,-1.4,OK
2002,12,30,2.2,OK
2003,1,25.2,0.1,OK
2003,2,27.5,-1.5,OK
2003,3,37,0.1,OK
2003,4,47.1,0.1,OK
2003,5,56.1,-0.3,OK
2003,6,62.2,-3.1,OK
2003,7,70.5,1,OK
2003,8,70,1.6,OK
2003,9,57.6,-3,OK
2003,10,49.5,0.8,OK
2003,11,39.8,3.5,OK
2003,12,30.1,2.3,OK
2004,1,27.5,2.4,OK
2004,2,28.2,-0.8,OK
2004,3,43.7,6.8,OK
2004,4,48.1,1.1,OK
2004,5,58.9,2.5,OK
2004,6,64.4,-0.9,OK
2004,7,67.2,-2.3,OK
2004,8,64.7,-3.7,OK
2004,9,60.3,-0.3,OK
2004,10,52.2,3.5,OK
2004,11,42,5.7,OK
2004,12,28.7,0.9,OK
2005,1,29.5,4.4,OK
2005,2,35,6,OK
2005,3,38.1,1.2,OK
2005,4,46.8,-0.2,OK
2005,5,56.1,-0.3,OK
2005,6,65.4,0.1,OK
2005,7,67.7,-1.8,OK
2005,8,69,0.6,OK
2005,9,63.3,2.7,OK
2005,10,49.6,0.9,OK
2005,11,38.1,1.8,OK
2005,12,25.3,-2.5,OK
2006,1,32.1,7,OK
2006,2,27.4,-1.6,OK
2006,3,41,4.1,OK
2006,4,51.7,4.7,OK
2006,5,58.1,1.7,OK
2006,6,64.6,-0.7,OK
2006,7,70.7,1.2,OK
2006,8,71.9,3.5,OK
2006,9,56,-4.6,OK
2006,10,47.7,-1,OK
2006,11,38.2,1.9,OK
2006,12,30.5,2.7,OK
2007,1,25.8,0.7,OK
2007,2,28,-1,OK
2007,3,46.9,10,OK
2007,4,44.3,-2.7,OK
2007,5,59.4,3,OK
2007,6,65.3,0,OK
2007,7,68.4,-1.1,OK
2007,8,71.5,3.1,OK
2007,9,62.8,2.2,OK
2007,10,51.1,2.4,OK
2007,11,37.7,1.4,OK
2007,12,27.4,-0.4,OK
2008,1,25.7,0.6,OK
2008,2,28.4,-0.6,OK
2008,3,37.5,0.6,OK
2008,4,44.5,-2.5,OK
2008,5,55.9,-0.5,OK
2008,6,66.8,1.5,OK
2008,7,69.7,0.2,OK
2008,8,68.4,0,OK
2008,9,58.5,-2.1,OK
2008,10,46.9,-1.8,OK
2008,11,36.9,0.6,OK
2008,12,25.9,-1.9,OK
2009,1,23.7,-1.4,OK
2009,2,33.3,4.3,OK
2009,3,39.8,2.9,OK
2009,4,45.3,-1.7,OK
2009,5,55.2,-1.2,OK
2009,6,67.3,2,OK
2009,7,68.2,-1.3,OK
2009,8,67,-1.4,OK
2009,9,59.6,-1,OK
2009,10,45,-3.7,OK
2009,11,41.5,5.2,OK
2009,12,23.8,-4,OK
2010,1,24.8,-0.3,OK
2010,2,27.5,-1.5,OK
2010,3,37.2,0.3,OK
2010,4,49.4,2.4,OK
2010,5,56.4,0,OK
2010,6,70,4.7,OK
2010,7,71.9,2.4,OK
2010,8,70.8,2.4,OK
2010,9,62.9,2.3,OK
2010,10,47.1,-1.6,OK
2010,11,37.5,1.2,OK
2010,12,28,0.2,OK
2011,1,21.9,-3.2,OK
2011,2,26.1,-2.9,OK
2011,3,40.2,3.3,OK
2011,4,47.7,0.7,OK
2011,5,55.1,-1.3,OK
2011,6,70,4.7,OK
2011,7,75.4,5.9,OK
2011,8,73.8,5.4,OK
2011,9,56.2,-4.4,OK
2011,10,47.8,-0.9,OK
2011,11,38.5,2.2,OK
2011,12,30,2.2,OK
2012,1,29,3.9,OK
2012,2,32.9,3.9,OK
2012,3,47.8,10.9,OK
2012,4,52.7,5.7,OK
2012,5,60.1,3.7,OK
2012,6,66.4,1.1,OK
2012,7,72.3,2.8,OK
2012,8,67.5,-0.9,OK
2012,9,61,0.4,OK
2012,10,46.6,-2.1,OK
2012,11,37.1,0.8,OK
2012,12,29.7,1.9,OK
2013,1,28,2.9,OK
2013,2,29.1,0.1,OK
2013,3,35.2,-1.7,OK
2013,4,42.3,-4.7,OK
2013,5,54.9,-1.5,OK
2013,6,66.5,1.2,OK
2013,7,68,-1.5,OK
2013,8,68.9,0.5,OK
2013,9,62.5,1.9,OK
2013,10,48.3,-0.4,OK
2013,11,35.4,-0.9,OK
2013,12,23.7,-4.1,OK
2014,1,22,-3.1,OK
2014,2,24.3,-4.7,OK
2014,3,32.3,-4.6,OK
2014,4,45.5,-1.5,OK
2014,5,55.8,-0.6,OK
2014,6,67.1,1.8,OK
2014,7,66.7,-2.8,OK
2014,8,68.4,0,OK
2014,9,61.8,1.2,OK
2014,10,51.2,2.5,OK
2014,11,32.1,-4.2,OK
2014,12,33.9,6.1,OK
2015,1,25.8,0.7,OK
2015,2,25.3,-3.7,OK
2015,3,39.1,2.2,OK
2015,4,49.8,2.8,OK
2015,5,56.4,0,OK
2015,6,67.6,2.3,OK
2015,7,71.3,1.8,OK
2015,8,67.3,-1.1,OK
2015,9,64.4,3.8,OK
2015,10,50.6,1.9,OK
2015,11,40.1,3.8,OK
2015,12,32.7,4.9,OK
2016,1,26.9,1.8,OK
2016,2,33.4,4.4,OK
2016,3,41.4,4.5,OK
2016,4,48.8,1.8,OK
2016,5,54.9,-1.5,OK
2016,6,67.7,2.4,OK
2016,7,71.7,2.2,OK
2016,8,69.3,0.9,OK
2016,9,63.1,2.5,OK
2016,10,53.9,5.2,OK
2016,11,42.7,6.4,OK
2016,12,26.7,-1.1,OK
2017,1,28.6,3.5,OK
2017,2,36.7,7.7,OK
2017,3,43,6.1,OK
2017,4,49.8,2.8,OK
2017,5,53.8,-2.6,OK
2017,6,66,0.7,OK
2017,7,70.8,1.3,OK
2017,8,67.1,-1.3,OK
2017,9,61.1,0.5,OK
2017,10,48.6,-0.1,OK
2017,11,40.4,4.1,OK
2017,12,28.9,1.1,OK
2018,1,23,-2.1,OK
2018,2,28.6,-0.4,OK
2018,3,39.4,2.5,OK
2018,4,39.8,-7.2,OK
2018,5,62.6,6.2,OK
2018,6,69,3.7,OK
2018,7,70.4,0.9,OK
2018,8,68.8,0.4,OK
2018,9,64.2,3.6,OK
2018,10,50,1.3,OK
2018,11,32,-4.3,OK
2018,12,30.1,2.3,OK
2019,1,27.7,2.6,OK
2019,2,30.1,1.1,OK
2019,3,35.8,-1.1,OK
2019,4,47.7,0.7,OK
2019,5,56.6,0.2,OK
2019,6,64.1,-1.2,OK
2019,7,69,-0.5,OK
2019,8,71.1,2.7,OK
2019,9,68.6,8,OK
2019,10,44.8,-3.9,OK
2019,11,33,-3.3,OK
2019,12,31.1,3.3,OK
2020,1,30.9,5.8,OK
2020,2,30.4,1.4,OK
2020,3,44.3,7.4,OK
2020,4,44.7,-2.3,OK
2020,5,55.5,-0.9,OK
2020,6,66.3,1,OK
2020,7,71.6,2.1,OK
2020,8,67,-1.4,OK
2020,9,58.8,-1.8,OK
2020,10,45.2,-3.5,OK
2020,11,40.6,4.3,OK
2020,12,28.6,0.8,OK
2021,1,29.3,4.2,OK
2021,2,20.6,-8.4,OK
2021,3,41.4,4.5,OK
2021,4,45,-2,OK
2021,5,55.9,-0.5,OK
2021,6,66.3,1,OK
2021,7,68.8,-0.7,OK
2021,8,70,1.6,OK
2021,9,62.5,1.9,OK
2021,10,51.2,2.5,OK
2021,11,37.8,1.5,OK
2021,12,36.2,8.4,OK
2022,1,22.2,-2.9,OK
2022,2,24.3,-4.7,OK
2022,3,35.7,-1.2,OK
2022,4,47.4,0.4,OK
2022,5,59,2.6,OK
2022,6,67.8,2.5,OK
2022,7,72.8,3.3,OK
2022,8,70.2,1.8,OK
2022,9,61.2,0.6,OK
2022,10,47.6,-1.1,OK
2022,11,36.1,-0.2,OK
2022,12,29.1,1.3,OK
2023,1,29.6,4.5,OK
2023,2,30.9,1.9,OK
2023,3,38.3,1.4,OK
2023,4,44.8,-2.2,OK
2023,5,57.7,1.3,OK
2023,6,65,-0.3,OK
2023,7,70,0.5,OK
2023,8,70.3,1.9,OK
2023,9,63.4,2.8,OK
2023,10,49.9,1.2,OK
2023,11,37.8,1.5,OK
2023,12,33.4,5.6,OK
2024,1,23.4,-1.7,OK
2024,2,36.1,7.1,OK
2024,3,41.6,4.7,OK
2024,4,49.9,2.9,OK
2024,5,59,2.6,OK
2024,6,69,3.7,OK
2024,7,69.7,0.2,OK
2024,8,70.7,2.3,OK
2024,9,60.8,0.2,OK
1996,1,37,-2.1,LA
1996,2,42.2,0.4,LA
1996,3,42.4,-5.6,LA
1996,4,52.5,-2.9,LA
1996,5,66.5,3.7,LA
1996,6,69,-0.4,LA
1996,7,72.6,0.8,LA
1996,8,70.9,-0.3,LA
1996,9,65.5,-0.9,LA
1996,10,55.8,0.6,LA
1996,11,48.6,2.7,LA
1996,12,43.9,3.4,LA
1997,1,40.2,1.1,LA
1997,2,45,3.2,LA
1997,3,53.2,5.2,LA
1997,4,51.6,-3.8,LA
1997,5,62,-0.8,LA
1997,6,69.2,-0.2,LA
1997,7,72.8,1,LA
1997,8,71.1,-0.1,LA
1997,9,66.7,0.3,LA
1997,10,55.4,0.2,LA
1997,11,44.8,-1.1,LA
1997,12,38.6,-1.9,LA
1998,1,44.1,5,LA
1998,2,42.8,1,LA
1998,3,47.1,-0.9,LA
1998,4,53,-2.4,LA
1998,5,66,3.2,LA
1998,6,73.4,4,LA
1998,7,74.9,3.1,LA
1998,8,73.2,2,LA
1998,9,71.7,5.3,LA
1998,10,59,3.8,LA
1998,11,52.1,6.2,LA
1998,12,44.6,4.1,LA
1999,1,42.8,3.7,LA
1999,2,46.5,4.7,LA
1999,3,47.2,-0.8,LA
1999,4,60,4.6,LA
1999,5,62.4,-0.4,LA
1999,6,70.6,1.2,LA
1999,7,72.8,1,LA
1999,8,73.2,2,LA
1999,9,63.4,-3,LA
1999,10,53.6,-1.6,LA
1999,11,45.6,-0.3,LA
1999,12,38.6,-1.9,LA
2000,1,41.8,2.7,LA
2000,2,45.4,3.6,LA
2000,3,52.1,4.1,LA
2000,4,53.3,-2.1,LA
2000,5,66.8,4,LA
2000,6,70.1,0.7,LA
2000,7,72.1,0.3,LA
2000,8,72.2,1,LA
2000,9,65.8,-0.6,LA
2000,10,54.4,-0.8,LA
2000,11,45.5,-0.4,LA
2000,12,33.8,-6.7,LA
2001,1,35.7,-3.4,LA
2001,2,46,4.2,LA
2001,3,45.1,-2.9,LA
2001,4,59.6,4.2,LA
2001,5,63.1,0.3,LA
2001,6,69,-0.4,LA
2001,7,72.9,1.1,LA
2001,8,72.5,1.3,LA
2001,9,65.8,-0.6,LA
2001,10,51.8,-3.4,LA
2001,11,49.3,3.4,LA
2001,12,43.6,3.1,LA
2002,1,40.7,1.6,LA
2002,2,37.7,-4.1,LA
2002,3,46.9,-1.1,LA
2002,4,59.8,4.4,LA
2002,5,63.2,0.4,LA
2002,6,69.2,-0.2,LA
2002,7,72.6,0.8,LA
2002,8,72,0.8,LA
2002,9,69.6,3.2,LA
2002,10,61.6,6.4,LA
2002,11,45,-0.9,LA
2002,12,40.4,-0.1,LA
2003,1,34.7,-4.4,LA
2003,2,41.6,-0.2,LA
2003,3,48.2,0.2,LA
2003,4,55.2,-0.2,LA
2003,5,66.6,3.8,LA
2003,6,70.6,1.2,LA
2003,7,72.2,0.4,LA
2003,8,72.9,1.7,LA
2003,9,65.7,-0.7,LA
2003,10,55.8,0.6,LA
2003,11,50.2,4.3,LA
2003,12,37.3,-3.2,LA
2004,1,39.8,0.7,LA
2004,2,40,-1.8,LA
2004,3,52.2,4.2,LA
2004,4,54.7,-0.7,LA
2004,5,64.4,1.6,LA
2004,6,70.7,1.3,LA
2004,7,72,0.2,LA
2004,8,69.1,-2.1,LA
2004,9,66.9,0.5,LA
2004,10,64.8,9.6,LA
2004,11,52.9,7,LA
2004,12,38.3,-2.2,LA
2005,1,44.7,5.6,LA
2005,2,47.1,5.3,LA
2005,3,47.1,-0.9,LA
2005,4,53.8,-1.6,LA
2005,5,60.8,-2,LA
2005,6,69.7,0.3,LA
2005,7,73,1.2,LA
2005,8,72.7,1.5,LA
2005,9,69.9,3.5,LA
2005,10,53.9,-1.3,LA
2005,11,49,3.1,LA
2005,12,37.4,-3.1,LA
2006,1,43.8,4.7,LA
2006,2,39.8,-2,LA
2006,3,50.9,2.9,LA
2006,4,59.7,4.3,LA
2006,5,63.2,0.4,LA
2006,6,68.7,-0.7,LA
2006,7,72.5,0.7,LA
2006,8,73.4,2.2,LA
2006,9,64.4,-2,LA
2006,10,56.3,1.1,LA
2006,11,45.7,-0.2,LA
2006,12,41.8,1.3,LA
2007,1,41,1.9,LA
2007,2,39.5,-2.3,LA
2007,3,51.4,3.4,LA
2007,4,52.9,-2.5,LA
2007,5,63.6,0.8,LA
2007,6,70.4,1,LA
2007,7,71.9,0.1,LA
2007,8,73.8,2.6,LA
2007,9,68.9,2.5,LA
2007,10,57.5,2.3,LA
2007,11,48.7,2.8,LA
2007,12,44.6,4.1,LA
2008,1,38.4,-0.7,LA
2008,2,43,1.2,LA
2008,3,48.1,0.1,LA
2008,4,55.4,0,LA
2008,5,63.8,1,LA
2008,6,71.3,1.9,LA
2008,7,72.2,0.4,LA
2008,8,72.2,1,LA
2008,9,66.2,-0.2,LA
2008,10,53.5,-1.7,LA
2008,11,44.6,-1.3,LA
2008,12,41.6,1.1,LA
2009,1,39,-0.1,LA
2009,2,44,2.2,LA
2009,3,49.6,1.6,LA
2009,4,54.4,-1,LA
2009,5,65.1,2.3,LA
2009,6,70.9,1.5,LA
2009,7,72.7,0.9,LA
2009,8,71.5,0.3,LA
2009,9,68.9,2.5,LA
2009,10,57.1,1.9,LA
2009,11,47.2,1.3,LA
2009,12,39.5,-1,LA
2010,1,35.2,-3.9,LA
2010,2,35.8,-6,LA
2010,3,43.4,-4.6,LA
2010,4,55.8,0.4,LA
2010,5,66.7,3.9,LA
2010,6,74,4.6,LA
2010,7,74.6,2.8,LA
2010,8,75.5,4.3,LA
2010,9,68.4,2,LA
2010,10,53.6,-1.6,LA
2010,11,47.6,1.7,LA
2010,12,36.6,-3.9,LA
2011,1,36.7,-2.4,LA
2011,2,41.4,-0.4,LA
2011,3,50.4,2.4,LA
2011,4,58.9,3.5,LA
2011,5,62.6,-0.2,LA
2011,6,72.7,3.3,LA
2011,7,74.6,2.8,LA
2011,8,75.1,3.9,LA
2011,9,64.4,-2,LA
2011,10,51.2,-4,LA
2011,11,48.1,2.2,LA
2011,12,41.5,1,LA
2012,1,43.9,4.8,LA
2012,2,47.6,5.8,LA
2012,3,57.3,9.3,LA
2012,4,58.6,3.2,LA
2012,5,65.6,2.8,LA
2012,6,70.1,0.7,LA
2012,7,73.2,1.4,LA
2012,8,72.8,1.6,LA
2012,9,67.2,0.8,LA
2012,10,53.8,-1.4,LA
2012,11,43.8,-2.1,LA
2012,12,44.3,3.8,LA
2013,1,43.5,4.4,LA
2013,2,44.2,2.4,LA
2013,3,43,-5,LA
2013,4,53.8,-1.6,LA
2013,5,61.7,-1.1,LA
2013,6,71.6,2.2,LA
2013,7,71,-0.8,LA
2013,8,72,0.8,LA
2013,9,68.9,2.5,LA
2013,10,58.3,3.1,LA
2013,11,44.5,-1.4,LA
2013,12,39.9,-0.6,LA
2014,1,31,-8.1,LA
2014,2,40.4,-1.4,LA
2014,3,43.6,-4.4,LA
2014,4,54.8,-0.6,LA
2014,5,61.4,-1.4,LA
2014,6,71.3,1.9,LA
2014,7,70.6,-1.2,LA
2014,8,72.1,0.9,LA
2014,9,68.7,2.3,LA
2014,10,57,1.8,LA
2014,11,41.7,-4.2,LA
2014,12,44.4,3.9,LA
2015,1,36.5,-2.6,LA
2015,2,36.7,-5.1,LA
2015,3,50.5,2.5,LA
2015,4,60.9,5.5,LA
2015,5,65.5,2.7,LA
2015,6,71.5,2.1,LA
2015,7,74.6,2.8,LA
2015,8,71.7,0.5,LA
2015,9,67.7,1.3,LA
2015,10,57.9,2.7,LA
2015,11,53.5,7.6,LA
2015,12,49.2,8.7,LA
2016,1,38.5,-0.6,LA
2016,2,43.4,1.6,LA
2016,3,53.7,5.7,LA
2016,4,58.5,3.1,LA
2016,5,63.7,0.9,LA
2016,6,72.1,2.7,LA
2016,7,74.4,2.6,LA
2016,8,74.2,3,LA
2016,9,70.5,4.1,LA
2016,10,58.6,3.4,LA
2016,11,50.3,4.4,LA
2016,12,45.8,5.3,LA
2017,1,47.5,8.4,LA
2017,2,51.2,9.4,LA
2017,3,53.9,5.9,LA
2017,4,58.4,3,LA
2017,5,61.8,-1,LA
2017,6,70.6,1.2,LA
2017,7,73.5,1.7,LA
2017,8,73.4,2.2,LA
2017,9,66.5,0.1,LA
2017,10,57.3,2.1,LA
2017,11,50.4,4.5,LA
2017,12,41.2,0.7,LA
2018,1,33.5,-5.6,LA
2018,2,51.6,9.8,LA
2018,3,51.2,3.2,LA
2018,4,50.8,-4.6,LA
2018,5,66.6,3.8,LA
2018,6,72.7,3.3,LA
2018,7,73.8,2,LA
2018,8,72.1,0.9,LA
2018,9,72.1,5.7,LA
2018,10,61.2,6,LA
2018,11,45.2,-0.7,LA
2018,12,43.8,3.3,LA
2019,1,39.9,0.8,LA
2019,2,48.8,7,LA
2019,3,47.5,-0.5,LA
2019,4,54.8,-0.6,LA
2019,5,67,4.2,LA
2019,6,70.6,1.2,LA
2019,7,73,1.2,LA
2019,8,74.4,3.2,LA
2019,9,71.3,4.9,LA
2019,10,58.6,3.4,LA
2019,11,42.4,-3.5,LA
2019,12,43.5,3,LA
2020,1,44.6,5.5,LA
2020,2,44.4,2.6,LA
2020,3,58.2,10.2,LA
2020,4,56.1,0.7,LA
2020,5,63.2,0.4,LA
2020,6,70.5,1.1,LA
2020,7,74.6,2.8,LA
2020,8,72.3,1.1,LA
2020,9,69.1,2.7,LA
2020,10,57.4,2.2,LA
2020,11,50.3,4.4,LA
2020,12,39.9,-0.6,LA
2021,1,41.2,2.1,LA
2021,2,38.4,-3.4,LA
2021,3,51.5,3.5,LA
2021,4,54.4,-1,LA
2021,5,63.8,1,LA
2021,6,72,2.6,LA
2021,7,73.2,1.4,LA
2021,8,73.5,2.3,LA
2021,9,67.4,1,LA
2021,10,61.2,6,LA
2021,11,44.2,-1.7,LA
2021,12,53,12.5,LA
2022,1,35.7,-3.4,LA
2022,2,39.3,-2.5,LA
2022,3,46.2,-1.8,LA
2022,4,56.3,0.9,LA
2022,5,66.8,4,LA
2022,6,72.5,3.1,LA
2022,7,74.5,2.7,LA
2022,8,73.6,2.4,LA
2022,9,66.1,-0.3,LA
2022,10,52.3,-2.9,LA
2022,11,47.7,1.8,LA
2022,12,44.8,4.3,LA
2023,1,46.1,7,LA
2023,2,48.5,6.7,LA
2023,3,53,5,LA
2023,4,56.3,0.9,LA
2023,5,64.7,1.9,LA
2023,6,71.8,2.4,LA
2023,7,74.7,2.9,LA
2023,8,76,4.8,LA
2023,9,69.2,2.8,LA
2023,10,57.9,2.7,LA
2023,11,48,2.1,LA
2023,12,42,1.5,LA
2024,1,36.3,-2.8,LA
2024,2,46.8,5,LA
2024,3,51.6,3.6,LA
2024,4,58.9,3.5,LA
2024,5,68.5,5.7,LA
2024,6,71.9,2.5,LA
